lst,epoch,total_staked,daily_stake,daily_unstake,daily_net,tvl_sol
mSOL Liquid,577,6699638.26416883,0.0,22885.900172266,22885.900172266,6699710.83279277
mSOL Native,577,4340241.57665728,-38675.233369865,104771.389820175,66096.15645031,4342652.64062494
bSOL,577,2803868.8398312,0.0,6857.59253931,6857.59253931,2803895.39920374
mrgnLST,577,619945.826951501,0.0,16078.105460013,16078.105460013,619954.123239915
jSOL,577,418330.286553994,-4.55946011,28043.615258279,28039.055798169,418334.272912836
scnSOL,577,151747.849047676,-5.905114496,55.135383305,49.230268809,151779.820394555
stSOL,577,149565.97365719,-234.930473439,37.98319332,-196.947280119,149566.00790039
jito,576,8107041.20457009,-4665.457910937,430078.45257249,425412.994661553,8107147.06680212
mSOL Liquid,576,6677464.42997249,-135370.861179529,80368.961291614,-55001.899887915,6677541.61815927
mSOL Native,576,4339469.97476248,-43121.784121868,116899.009095489,73777.224973621,4341844.3388993
bSOL,576,2797011.25986805,-17342.15437504,156285.323547392,138943.169172352,2797036.23039663
mrgnLST,576,625328.787301014,-161282.964311501,11660.341556278,-149622.622755223,625341.687835658
jSOL,576,418165.671558516,-44569.420606017,47761.895022934,3192.474416917,418170.810179479
scnSOL,576,151703.624778867,-47.303934734,53.473561067,6.169626333,151735.058696638
stSOL,576,149762.920937309,-1434.092332353,9601.364094525,8167.271762172,149762.955180509
jito,575,7671628.33084485,-809.436724757,90356.061042489,89546.624317732,7671766.79091173
mSOL Liquid,575,6732466.32986041,-67672.863156816,566813.876389858,499141.013233042,6732572.48832452
mSOL Native,575,4295804.64259398,-3934.633415869,120464.11578548,116529.482369611,4298122.90250566
bSOL,575,2658068.21299766,-29724.779655792,69200.036193893,39475.256538101,2658106.71520884
mrgnLST,575,592213.173309159,-16.596488232,12100.189310767,12083.592822535,592223.749803361
jSOL,575,445010.856779213,-120587.302958734,122026.115320113,1438.812361379,445016.597565659
scnSOL,575,151697.455152534,-192.878158944,2589.095626207,2396.217467263,151728.105544143
stSOL,575,151170.522761857,-12421.096847442,9574.87358672,-2846.223260722,151170.557005057
jito,574,7582081.72210177,-46538.963620337,137159.846954125,90620.883333788,7582245.70255921
mSOL Liquid,574,6233325.31662737,-62826.709341708,69552.70166333,6725.992321622,6233443.62111417
mSOL Native,574,4280232.89895302,-39030.673252019,98042.981938431,59012.308686412,4282491.54845904
bSOL,574,2618592.96775653,-143.089273587,3767.994958183,3624.905684596,2618644.15287588
mrgnLST,574,580129.590712802,-7.738885903,7825.357241394,7817.618355491,580143.214936096
jSOL,574,443572.044417834,-68866.995110732,181.26048463,-68685.734626102,443581.031401264
stSOL,574,164477.614605298,-1445.988866765,51.254324645,-1394.73454212,164477.648848498
scnSOL,574,149301.237685271,-611.689133744,37.651280234,-574.03785351,149330.722387689
jito,573,7491460.83978004,-34789.079830843,529268.549637603,494479.46980676,7491543.76792979
mSOL Liquid,573,6226624.44757139,-62084.199158178,101569.726626675,39485.527468497,6226688.50844382
mSOL Native,573,4243477.56979332,-692.391536879,31619.580874563,30927.189337684,4245650.81277704
bSOL,573,2614968.063084,-28661.451502441,119419.568360352,90758.116857911,2614990.8273051
mrgnLST,573,572311.972357311,-3.222888764,5591.050551038,5587.827662274,572323.179489181
jSOL,573,512257.779043936,-21361.91197575,28617.827583564,7255.915607814,512263.246229199
stSOL,573,165872.349147418,-753.864055533,10497.2565145,9743.392458967,165872.383390618
scnSOL,573,149875.275538781,-771.002683344,32.348213994,-738.65446935,149901.445869158
jito,572,7521982.13842066,-31323.042023699,542172.689330574,510849.647306875,7522077.86676621
mSOL Liquid,572,6187143.92227143,-59583.043192544,81580.167360158,21997.124167614,6187213.02317472
mSOL Native,572,4255507.74031256,-2679.967994785,79927.623389579,77247.655394794,4257642.94413363
bSOL,572,2524209.94825534,0.0,1308.710789046,1308.710789046,2524236.2823669
mrgnLST,572,566724.145718835,-214.644254333,17408.055579001,17193.411324668,566731.979114703
jSOL,572,505001.863436122,-143389.486078358,32365.117636159,-111024.368442199,505007.068520887
stSOL,572,166576.188974868,-769.589118217,10489.134721233,9719.545603016,166576.223218068
scnSOL,572,150613.930008131,-336.686700912,46.769999754,-289.916701158,150639.555171579
jito,571,6964575.01909545,-525312.06347715,171615.27158952,-353696.79188763,6964595.94183744
mSOL Liquid,571,6165146.79810382,-62207.111835298,132701.777343064,70494.665507766,6165224.50251023
mSOL Native,571,4191089.1024634,-37384.789026076,46460.703919455,9075.914893379,4193172.13171364
bSOL,571,2522901.24054,-72633.593072684,73145.88991815,512.296845466,2522937.95773784
jSOL,571,616026.230876544,-33436.103018098,19164.94727135,-14271.155746748,616033.431800869
mrgnLST,571,549530.73641185,-203.50200797,7435.001250283,7231.499242313,549545.2930618
stSOL,571,167296.326451838,-6328.389963482,11125.863085996,4797.473122514,167296.360695038
scnSOL,571,150903.846709289,-33.584892673,49.270434334,15.685541661,150928.776502299
jito,570,7318271.8383513,0.0,207000.483101575,207000.483101575,7318431.3761721
mSOL Liquid,570,6097122.92892732,0.0,77560.443048349,77560.443048349,6097221.64966744
mSOL Native,570,4227107.59866983,-2191.362841723,123647.443257134,121456.080415411,4229137.76321802
bSOL,570,2522388.97011113,-60821.483449132,157398.030927982,96576.54747885,2522426.60502493
jSOL,570,630297.39092687,-18322.362162191,28689.75076615,10367.388603959,630305.831528076
mrgnLST,570,542299.262633173,-4725.582799418,4767.503005974,41.920206556,542314.120138214
stSOL,570,173941.376477089,-980.843930834,11582.66761452,10601.823683686,173941.410720289
scnSOL,570,150888.161167628,-20.877440714,50.567267843,29.689827129,150912.150873164
jito,569,7314991.34695436,-722.94492698,295671.979337661,294949.034410681,7315263.52097317
mSOL Liquid,569,6021876.40507568,0.0,9537.220866321,9537.220866321,6022053.288383
mSOL Native,569,4117903.37206706,-1164.735168347,91170.800826917,90006.06565857,4119858.51085107
bSOL,569,2422925.38715743,0.0,22286.002960275,22286.002960275,2422997.8882747
jSOL,569,619930.00132247,-431.547627065,16751.728545129,16320.180918064,619951.664397783
mrgnLST,569,542257.362766546,-81.928863334,16244.117342961,16162.188479627,542286.364260685
stSOL,569,174578.857028316,-1429.882035869,11479.59117442,10049.709138551,174578.891271516
scnSOL,569,150858.471340499,-9.639590437,330.981519129,321.341928692,150880.944075343
jito,568,7107787.64705957,-336.651550897,138709.403922855,138372.752371958,7108123.43242841
mSOL Liquid,568,6220368.72782305,-64054.986885196,120539.030559479,56484.043674283,6220684.57816455
mSOL Native,568,4148819.04875337,-38157.635196078,102669.683959594,64512.048763516,4150663.99153435
bSOL,568,2400639.5595314,0.0,1015.652232681,1015.652232681,2400708.54232733
jSOL,568,623513.12037742,-62882.113466901,52870.727776727,-10011.385690174,623531.240244271
mrgnLST,568,526095.334856417,-1158.479041143,211.715885635,-946.763155508,526170.745760617
stSOL,568,175959.467313192,-57052.459505196,23077.954845906,-33974.50465929,175959.503839272
scnSOL,568,150814.940888209,-5435.631315862,254.746603337,-5180.884712525,150834.845478954
jito,567,6969403.80302886,-52217.901212569,36652.652382135,-15565.248830434,6969570.30451744
mSOL Liquid,567,6217153.42479509,-12297.224479055,79143.767462538,66846.542983483,6217264.20808933
mSOL Native,567,4107608.69063642,-14217.302469489,84526.339219467,70309.036749978,4109222.58937279
bSOL,567,2399623.92172073,-31563.907075244,38348.213027696,6784.305952452,2399663.96664805
jSOL,567,615477.018148375,-33366.70851464,22318.877593269,-11047.830921371,615488.050992335
mrgnLST,567,527042.109148083,-6754.795917344,4357.045519826,-2397.750397518,527056.150710901
stSOL,567,241953.959779113,-5261.497851688,31921.681792739,26660.183941051,241953.994022313
scnSOL,567,150995.825600734,-26.453532574,48.707037818,22.253505244,151013.696726082
jito,566,6984969.05910221,-6360.298115303,34024.335828329,27664.037713026,6985130.83525945
mSOL Liquid,566,6199318.63518715,-61222.069928598,43834.188310249,-17387.881618349,6199433.27057589
mSOL Native,566,4080231.36153083,-25275.116901874,44729.859739856,19454.742837982,4081771.20050796
bSOL,566,2392839.62403281,-9232.824681926,143467.455769114,134234.631087188,2392883.46827252
jSOL,566,626524.849069746,-45500.407882505,32370.975151665,-13129.43273084,626539.209845261
mrgnLST,566,529439.864627983,-437.296233954,8701.352224123,8264.055990169,529450.042282912
stSOL,566,246400.239252914,-650.043055984,15594.76912158,14944.726065596,246400.273496114
scnSOL,566,150973.57209549,-39.113766344,47.897659627,8.783893283,150990.097735239
jito,565,6957305.02550912,-678.198350468,55832.798075651,55154.599725183,6957433.25027384
mSOL Liquid,565,6218019.077016,-34278.543049855,4525.639475209,-29752.903574646,6218107.1366863
mSOL Native,565,4085948.55277774,-9977.874790155,99638.001311256,89660.126521101,4087406.30826132
bSOL,565,2258604.99706302,-36112.156883049,16679.244797661,-19432.912085388,2258637.66585013
jSOL,565,616024.29233843,-31885.248936789,30279.629550644,-1605.619386145,616033.34931527
mrgnLST,565,521175.812698443,-96.032570463,2724.362452591,2628.329882128,521179.983520203
stSOL,565,246988.659356793,-16046.478316541,17062.334782554,1015.856466013,246988.693599993
scnSOL,565,150964.788202207,-0.997845211,53.665373434,52.667528223,150979.629368792
jito,564,6902150.43807575,-366.308930429,138104.198758012,137737.889827583,6902299.72337794
mSOL Liquid,564,6273394.10976169,-62963.123883235,73479.433427176,10516.309543941,6273518.09143065
mSOL Native,564,4085940.62688933,-992.657219927,113738.572521407,112745.91530148,4087344.50720539
bSOL,564,2278037.92036325,-27197.590857482,96835.684274213,69638.093416731,2278079.906752
jSOL,564,617629.911724575,-29069.548710816,31100.13981754,2030.591106724,617640.491982578
mrgnLST,564,518547.493008764,-1196.781138954,454.410102435,-742.371036519,518551.686662849
stSOL,564,263218.056497224,-21318.044793755,17573.380634198,-3744.664159557,263218.090740424
scnSOL,564,150912.120673984,-29.202525024,51.231327691,22.028802667,150925.48764781
jito,563,6764412.56459718,-204.322792308,491235.419011299,491031.096218991,6764538.70767782
mSOL Liquid,563,6262984.84936439,-63130.869626596,57464.788251153,-5666.081375443,6263070.23462498
mSOL Native,563,4027003.36270838,-17968.924717144,61892.20169628,43923.276979136,4028322.9210232
bSOL,563,2208399.8442789,-85253.538500355,48516.538559689,-36736.999940666,2208432.25423508
jSOL,563,615599.320616939,-30413.88193027,33828.854233967,3414.972303697,615614.578328335
mrgnLST,563,519289.875257128,-241.369654987,5618.972618896,5377.602963909,519296.699608773
stSOL,563,286121.481914342,0.0,286121.481914342,286121.481914342,286121.516157542
scnSOL,563,150890.091871317,-29.812592956,57.213484582,27.400891626,150902.362209284
jito,562,6273381.4775951,-9399.463269098,78475.240197735,69075.776928637,6273491.87589662
mSOL Liquid,562,6268650.93073983,-63144.701154079,17776.932132927,-45367.769021152,6268731.48262994
mSOL Native,562,3998144.8750847,-3170.42847094,99289.579792129,96119.151321189,3999404.4716669
bSOL,562,2245136.85244962,-32131.399255724,28378.029743591,-3753.369512133,2245172.28329999
jSOL,562,612184.348313242,-33544.884687153,30687.902608262,-2856.982078891,612192.802056579
mrgnLST,562,513912.281466216,-77.665981431,8146.645717455,8068.979736024,513924.504170294
stSOL,562,284400.247063785,-585.330250508,169700.990782937,169115.660532429,284400.281306985
scnSOL,562,150862.690979691,-5.964387344,387.109593471,381.145206127,150873.77871639
mSOL Liquid,561,6314114.37940247,-11367.111793907,57374.425758689,46007.313964782,6314147.89880605
jito,561,6204305.70778158,-445758.73435238,48983.257495416,-396775.476856964,6204313.37609282
mSOL Native,561,3989094.39281433,-8716.911709707,104659.067713122,95942.156003415,3990291.15636379
bSOL,561,2248890.2280824,-19398.676951931,57325.167601477,37926.490649546,2248910.10343707
jSOL,561,615041.332393009,-209373.220178642,35603.992604986,-173769.227573656,615046.140497116
mrgnLST,561,505843.30376611,-12.98111168,11076.793613988,11063.812502308,505856.147653605
stSOL,561,286783.768912845,-846.585132003,152377.900527012,151531.315395009,286783.803156045
scnSOL,561,150481.545773564,-5.999999999e-09,86.531147111,86.531147105,150491.710268447
jito,560,6647422.47309567,-2154.224384954,176620.461177466,174466.236792512,6647494.73588203
mSOL Liquid,560,6361628.0011702,-110212.788382054,3369.558061266,-106843.230320788,6361679.7567826
mSOL Native,560,3966508.91541691,-16835.055312236,197747.914170294,180912.858858058,3967672.40714984
bSOL,560,2210963.74143442,-32042.353883938,68265.332548641,36222.978664703,2210983.13641055
jSOL,560,611568.277644441,-33580.461540237,32387.777403951,-1192.684136286,611575.069672203
mrgnLST,560,494779.491263802,-12.344566712,13042.25625426,13029.911687548,494789.248686874
stSOL,560,287859.22197819,-1321.039740795,192420.737975116,191099.698234321,287859.25622139
scnSOL,560,150395.014626459,-55.154596168,69.555240291,14.400644123,150404.380890621
jito,559,6600212.47142101,-89677.667467465,229706.188498748,140028.521031283,6600333.48982156
mSOL Liquid,559,6468567.24488132,-97469.385877182,3407.355639332,-94062.03023785,6468661.55481082
mSOL Native,559,3898159.57639829,-24508.921734727,107835.324496014,83326.402761287,3899290.50311518
bSOL,559,2247625.73825376,-71908.607992512,24433.665868668,-47474.942123844,2247651.15114051
jSOL,559,612761.00199507,-32742.441447567,15874.956039867,-16867.4854077,612767.263307627
mrgnLST,559,481749.587947893,-0.301581113,182524.027547102,182523.725965989,481754.207538796
stSOL,559,289130.374348301,-1563.958818268,96263.421453535,94699.462635267,289130.408591501
scnSOL,559,150380.613982336,-5.999999999e-09,16390.482807038,16390.482807032,150389.477706219
mSOL Liquid,558,6563403.9708776,-65692.909453601,4156.919923137,-61535.989530464,6563449.05996816
jito,558,6459573.40367298,-1302.825312708,68778.021004927,67475.195692219,6459631.38307905
mSOL Native,558,3898580.23362443,-18915.88397641,106246.111687406,87330.227710996,3899655.57610344
bSOL,558,2197356.62765743,-7780.886511644,130336.058842811,122555.172331167,2197374.40012593
jSOL,558,629628.552837205,-176.072416071,271.833177685,95.760761614,629632.868148322
mrgnLST,558,481964.216400007,-7132.05748514,175052.537133199,167920.479648059,481969.764560662
stSOL,558,290213.559174072,-3810.270181557,95586.692709899,91776.422528342,290213.593417272
scnSOL,558,150256.535228081,-13.973901071,14905.500951007,14891.527049936,150265.146572994
mSOL Liquid,557,6624939.96040806,-65223.736979765,16098.770487539,-49124.966492226,6624989.97326797
jito,557,6392708.7878382,-117389.774202853,606411.171866773,489021.39766392,6392758.8857274
mSOL Native,557,3904597.85598962,-675.58234437,104619.362004124,103943.779659754,3905650.8344944
bSOL,557,2074801.46434379,-47376.434937998,44629.690422922,-2746.744515076,2074817.48920946
jSOL,557,629532.792075591,-11754.832973462,97499.21147889,85744.378505428,629537.487099825
mrgnLST,557,306311.717515114,-1553.438085064,37.903960776,-1515.534124288,306317.758111531
stSOL,557,298125.354863622,-105.670698359,258275.44736659,258169.776668231,298125.389106822
scnSOL,557,133959.508645111,-619.612007202,43.44156288,-576.170444322,133967.675681612
mSOL Liquid,556,6675712.35998041,-66570.335426604,11131.245734749,-55439.089691855,6675712.88504281
jito,556,5903687.39117815,-1886.945618286,127478.901221637,125591.955603351,5903768.99365816
mSOL Native,556,3955892.36865261,-22721.00827717,217269.802068846,194548.793791676,3956927.45269962
bSOL,556,2077548.20889987,-43864.927908699,32926.505624602,-10938.422284097,2077574.2282738
jSOL,556,546288.416574766,-49.598229596,2733.531724658,2683.933495062,546293.640381798
mrgnLST,556,307827.252650872,-37651.593040596,12.387610144,-37639.205430452,307835.117569458
stSOL,556,297577.278897166,0.0,297577.278897166,297577.278897166,297577.313140366
scnSOL,556,134535.679089433,-77.635788993,529.981566203,452.34577721,134543.528498164
mSOL Liquid,555,6731153.35124597,0.0,11257.325478668,11257.325478668,6731234.66306465
jito,555,5902380.8055034,-591085.40152879,154146.247922313,-436939.153606477,5902420.20189951
mSOL Native,555,3896616.14466937,-14579.996305021,142199.503794433,127619.507489412,3897607.91569324
bSOL,555,2088486.63317709,0.0,93370.54561126,93370.54561126,2088513.00126896
jSOL,555,543604.483079704,-37.338833309,289.216656588,251.877823279,543612.325215284
mrgnLST,555,345466.458081324,-2765.133175407,102.394567257,-2662.73860815,345476.062588087
stSOL,555,298649.090252976,0.0,284278.670526791,284278.670526791,298649.124496176
scnSOL,555,134259.348414896,-897.054509864,1482.268026413,585.213516549,134266.548698052
mSOL Liquid,554,6720257.15290831,-213191.5678274,64716.946714856,-148474.621112544,6720294.72863584
jito,554,6365938.31398606,-30563.157349134,51191.376532575,20628.219183441,6365942.9779099
mSOL Native,554,3872845.082236,-40457.392850216,150111.150244515,109653.757394299,3873791.62643798
bSOL,554,2088587.73404812,-518108.629835424,140453.453862278,-377655.175973146,2088600.6260276
jSOL,554,543352.60625737,-37800.709379186,223.346877802,-37577.362501384,543356.009001319
mrgnLST,554,348129.198712967,-5087.352657666,62.113245454,-5025.239412212,348134.731862298
stSOL,554,304848.184089194,0.0,304848.184089194,304848.184089194,304848.252575594
scnSOL,554,134316.910332812,-9.207875285,1018.147274001,1008.939398716,134323.581808467
mSOL Liquid,553,6869176.16457102,-43528.187976915,93563.358374374,50035.170397459,6869242.83238562
jito,553,6323090.14400108,0.0,55489.800791635,55489.800791635,6323094.75541869
mSOL Native,553,4054296.0383397,-644.219866731,246860.34192068,246216.122053949,4055261.33513776
bSOL,553,1897540.51766894,-227.58326797,744.217605236,516.634337266,1897560.75388003
jSOL,553,580929.968758754,-459.999758685,245.589028588,-214.410730097,580937.953829836
mrgnLST,553,353154.439140149,-6365.355798426,166.689073224,-6198.666725202,353161.92650966
stSOL,553,296780.191450865,0.0,296780.191450865,296780.191450865,296780.225694065
scnSOL,553,132568.170009875,-27.443692697,42.140318839,14.696626142,132574.50732014
mSOL Liquid,552,6819236.35283472,-68919.432715879,64141.285442506,-4778.147273373,6819350.8260697
jito,552,6267600.35031623,-16847.301466705,4208.392945587,-12638.908521118,6267604.97771399
mSOL Native,552,4011198.40097187,-24395.089843453,295394.094825796,270999.004982343,4012121.27772267
bSOL,552,1897023.88948088,-24828.484208636,136107.08830273,111278.604094094,1897060.4510404
jSOL,552,581144.379488851,-32372.097653824,55.914328569,-32316.183325255,581157.072740127
mrgnLST,552,359353.110929905,-305.604433492,10744.655929144,10439.051495652,359363.378108055
stSOL,552,308589.826581522,-7336.159837331,162788.897532523,155452.737695192,308589.860824722
scnSOL,552,132553.473383733,-42.824528546,3518.261650889,3475.437122343,132559.159353033
mSOL Liquid,551,6824014.5001081,-45946.671787682,50135.454914671,4188.783126989,6824118.36636825
jito,551,6280239.26215396,-72442.828044399,256963.172883766,184520.344839367,6281308.72472749
mSOL Native,551,3783503.48967334,-14454.698147335,113367.579910866,98912.881763531,3784350.39239952
bSOL,551,1795005.24704686,-2244.622667778,2188.715041631,-55.907626147,1795016.87289655
jSOL,551,613460.562814106,-30344.059767741,23338.793499025,-7005.266268716,613524.197355769
mrgnLST,551,348914.061463768,-3.870962049,17967.675225784,17963.804263735,348932.206178111
stSOL,551,324480.847504903,-1067.615064492,236807.474889374,235739.859824882,324480.881748103
scnSOL,551,132516.714351278,-11007.556628366,18323.519282196,7315.96265383,132521.413293944
mSOL Liquid,550,6828633.89586192,0.0,231778.062387104,231778.062387104,6828752.85388054
jito,550,6095718.91831491,-376733.721729309,10678.010623456,-366055.711105853,6096675.6088797
mSOL Native,550,3921184.32118068,-17458.817702827,148059.920833784,130601.103130957,3921983.07948083
bSOL,550,1795431.34959438,-119048.846429306,71893.683547024,-47155.162882282,1795562.50140957
jSOL,550,620465.829082822,-24768.598537431,36482.944652971,11714.34611554,620522.103424402
stSOL,550,331564.698137037,-46347.328826688,286751.833156243,240404.504329555,331564.732380237
mrgnLST,550,330950.258200345,-55.171152163,10239.014120297,10183.842968134,330966.633186256
scnSOL,550,130986.123276277,-22492.428998528,50644.973828191,28152.544829663,130990.08697553
mSOL Liquid,549,6799190.7046705,-68010.265759917,144159.963325119,76149.697565202,6799334.71510196
jito,549,6461774.63142113,-93415.463340783,10997.890587838,-82417.572752945,6462620.54453493
mSOL Native,549,3964673.69292113,-5576.563818588,183553.697528907,177977.133710319,3965411.26214715
bSOL,549,1841026.74953988,-855.822531023,44487.980657692,43632.158126669,1841132.55800667
stSOL,549,680419.646333706,-112066.945730318,226278.32301285,114211.377282532,680419.680576906
jSOL,549,608751.482967282,-34571.272858164,34289.217176379,-282.055681785,608798.801126245
mrgnLST,549,320766.415232211,-198.333760467,29627.882486778,29429.548726311,320780.859533046
scnSOL,549,112833.578446614,-176.150602822,39590.424480052,39414.27387723,112836.707734035
mSOL Liquid,548,6765885.61987239,-28564.539195436,75195.074500373,46630.535304937,6765982.3784053
jito,548,6574915.96069334,-31551.285412619,37778.78578262,6227.500370001,6575535.76500613
mSOL Native,548,3912393.65326471,-22698.457622432,264325.486212014,241627.028589582,3913051.58949553
bSOL,548,1797355.9208071,-8.643221935,607983.420616285,607974.77739435,1797437.51940876
stSOL,548,844534.70795831,-17336.818450955,337397.16545414,320060.347003185,844534.74220151
jSOL,548,609033.538649067,-33756.122388444,29766.978031114,-3989.14435733,609073.780427258
mrgnLST,548,291336.8665059,-7.737203266,25777.460692284,25769.723489018,291349.147795867
scnSOL,548,60058.136662905,-279.951218884,121.393081964,-158.55813692,60060.884297157
mSOL Liquid,547,6766147.28327588,-145656.688002821,67994.472269479,-77662.215733342,6766261.39546726
jito,547,6564031.98222321,-121603.011666897,229887.215476015,108284.203809118,6564568.82870366
mSOL Native,547,3839650.2865744,-47642.623880577,421387.190996915,373744.567116338,3840244.39361781
bSOL,547,1795948.78850872,-471365.077971689,601250.805729214,129885.727757525,1796021.88898118
stSOL,547,856325.972043877,-8695.193968597,569742.071127142,561046.877158545,856326.008569957
jSOL,547,613022.683006397,-37700.056560617,33940.163307139,-3759.893253478,613057.319666862
mrgnLST,547,265567.147328909,-6.735094287,14974.141651614,14967.406557327,265579.048900735
scnSOL,547,60383.536370629,-16613.714372725,11911.657653197,-4702.056719528,60385.929694951
mSOL Liquid,545,6882809.0206573,-20332.983911756,183659.10272971,163326.118817954,6882825.86414541
jito,545,6318517.22150574,-11809.718091127,35378.249963338,23568.531872211,6318778.59715723
mSOL Native,545,3690200.42638026,-1263.329287878,189459.480648133,188196.151360255,3690680.36050818
bSOL,545,1440211.23350901,-7841.968316269,171596.596857877,163754.628541608,1440232.46869699
stSOL,545,884398.612509783,-6412.367816728,176881.265176883,170468.897360155,884398.646752983
jSOL,545,616782.576259875,-22346.644576972,27352.747364426,5006.102787454,616807.840534452
mrgnLST,545,250599.740771582,-91.843722624,8444.953634421,8353.109911797,250609.122829576
scnSOL,545,60084.868995737,0.0,564.289860741,564.289860741,60086.244412701
mSOL Liquid,544,6768426.66518872,-7962.150837525,492757.259278001,484795.108440476,6768435.43879671
jito,544,6294948.70268465,-13508.306788804,24035.096262604,10526.7894738,6295183.00666259
mSOL Native,544,3764108.1251267,-31208.45341441,279272.065535132,248063.612120722,3764578.47794101
bSOL,544,1276456.60901673,-46601.308011965,305259.325124265,258658.0171123,1276475.36675808
stSOL,544,889643.874985899,0.0,889643.874985899,889643.874985899,889643.909229099
jSOL,544,611776.473472421,-29784.824733945,13576.582498888,-16208.242235057,611800.413218639
mrgnLST,544,242246.646445513,-114.586151075,55492.75352023,55378.167369155,242255.502514199
scnSOL,544,59520.579134996,-145.344249174,8.65342438,-136.690824794,59521.915748059
mSOL Liquid,543,6343596.91976431,-63145.852199528,162598.571557876,99452.719358348,6343599.47053815
jito,543,6284421.91824402,-42518.449454503,7255.64516606,-35262.804288443,6284641.59952294
mSOL Native,543,3531071.88594324,-24453.8292814,184102.054549308,159648.225267908,3531492.87050521
bSOL,543,1017798.59593542,-27957.892743851,173726.759127456,145768.866383605,1017816.21631306
stSOL,543,901106.609793331,-11859.5211087,360734.290012861,348874.768904161,901106.644124317
jSOL,543,627984.715707478,-2274.173734541,21636.241699435,19362.067964894,628007.57275845
mrgnLST,543,186868.480087883,-3107.248643363,15528.690399612,12421.441756249,186874.512886179
scnSOL,543,59657.26995979,-77.313369031,9.541805351,-67.77156368,59658.587821506
jito,542,6319684.72453586,-157824.542544866,26939.676737222,-130884.865807644,6319896.90781877
mSOL Liquid,542,6244115.02168287,-17719.293147434,183567.460120063,165848.166972629,6244120.22260824
mSOL Native,542,3476525.94800174,-86.753582614,72640.237184698,72553.483602084,3476925.56682671
stSOL,542,916750.454855566,-11821.822007767,306719.274404332,294897.452396565,916750.489210009
bSOL,542,872029.72955404,-18077.646120395,152428.157000481,134350.510880086,872047.002100864
jSOL,542,610805.433639493,-27987.091921424,10922.228947215,-17064.862974209,610828.063910531
mrgnLST,542,174447.039331634,-209.802832519,9889.049558076,9679.246725557,174453.046499788
scnSOL,542,59725.04152347,-173.388667562,19.669261641,-153.719405921,59726.349035065
jito,541,6474103.06806285,-90752.373806316,24032.23487602,-66720.138930296,6474309.68373639
mSOL Liquid,541,6123252.14001859,-62188.546672989,171106.501462493,108917.954789504,6123255.28961727
mSOL Native,541,3445403.20186516,-13636.160013034,94006.95642399,80370.796410956,3445793.07346455
stSOL,541,929553.186799725,-8393.062833681,309227.566269491,300834.50343581,929553.221686349
bSOL,541,734094.562942852,-7367.53162407,51057.355684887,43689.824060817,734111.447691344
jSOL,541,627870.296613702,-8329.428259303,7871.444556396,-457.983702907,627892.587320767
mrgnLST,541,164767.80066564,-2032.817907003,7698.935342877,5666.117435874,164773.768874527
scnSOL,541,59878.760929391,-198.501262906,14.224099375,-184.277163531,59880.058339155
jito,540,6540822.24596811,-65676.024001239,1931.319765397,-63744.704235842,6541024.7495821
mSOL Liquid,540,6131947.31548119,0.0,99380.683255086,99380.683255086,6131951.25445796
mSOL Native,540,3380598.08468799,-5321.82508337,71409.207974875,66087.382891505,3380977.95900259
stSOL,540,937077.430568419,-10383.429928913,373235.419510023,362851.98958111,937077.464811619
bSOL,540,690404.747004374,-7976.552914329,102021.681431677,94045.128517348,690421.422019728
jSOL,540,628434.234082251,-3834.934064041,25899.559194798,22064.625130757,628456.29179259
mrgnLST,540,159101.702543181,-2813.42552035,2391.104539821,-422.320980529,159107.680814844
scnSOL,540,60063.038092922,-12250.280302742,7.555913327,-12242.724389415,60064.329692918
jito,539,6604567.94344681,-52776.415281392,34112.684039455,-18663.731241937,6604767.0245687
mSOL Liquid,539,6115981.70748226,-42597.404112569,203039.855455238,160442.451342669,6115984.02134282
mSOL Native,539,3370892.65527315,-30585.383562581,149189.486607024,118604.103044443,3371266.91916371
stSOL,539,946502.843788802,0.0,946502.843788802,946502.843788802,946502.880314882
jSOL,539,606369.608951494,-13316.740621407,7712.413968546,-5604.326652861,606391.47826801
bSOL,539,596359.626652644,-37314.528044624,33352.828928048,-3961.699116576,596376.061795189
mrgnLST,539,159524.027563761,-47.185034441,16189.770153438,16142.585118997,159530.002630223
scnSOL,539,72305.762482337,-24.858701316,19.796187846,-5.06251347,72307.044458842
jito,538,6621725.07931489,-1419.252354675,88133.409193739,86714.156839064,6621920.56279161
mSOL Liquid,538,6036131.75184321,-22555.875378814,103761.865224018,81205.989845204,6036134.70703215
mSOL Native,538,3287609.29320914,-9702.165906397,81391.790114955,71689.624208558,3287970.3581322
stSOL,538,956716.092661614,0.0,956716.092661614,956716.092661614,956716.126904814
jSOL,538,612048.456683289,-23260.074868142,27918.319650654,4658.244782512,612070.187012178
bSOL,538,600321.3308435,-9261.983126909,10487.46245345,1225.479326541,600337.528106211
mrgnLST,538,143381.445464517,-13.801736013,1922.761410279,1908.959674266,143387.406337848
scnSOL,538,72310.824995807,0.0,22.694331514,22.694331514,72312.087488211
jito,537,6535010.93057439,-51466.971879447,230288.881951306,178821.910071859,6535200.26123993
mSOL Liquid,537,5995478.01930109,-15790.007586269,116798.347509164,101008.339922895,5995482.61070751
mSOL Native,537,3247265.53712452,-1320.310556224,70245.90793848,68925.597382256,3247617.47674719
stSOL,537,716928.801995024,-5398.852950006,94845.038319323,89446.185369317,716928.836238224
