lst,epoch,total_staked,daily_stake,daily_unstake,daily_net,tvl_sol
jSOL,537,608510.560872224,-12650.367414493,17336.78966615,4686.422251657,608531.929130971
bSOL,537,599095.857623926,-12421.20368923,25491.700283755,13070.496594525,599111.790257058
mrgnLST,537,141472.488805922,-519.138075951,3320.122592431,2800.98451648,141478.199051631
scnSOL,537,72288.130664293,0.0,25.953262998,25.953262998,72289.382097192
jito,536,6356189.02450254,0.0,134346.931173936,134346.931173936,6356371.94585266
mSOL Liquid,536,5957370.25798049,-59869.485335594,64373.684017317,4504.198681723,5957377.23174031
mSOL Native,536,3225953.22629221,-16278.142804064,191641.356852963,175363.214048899,3226295.67746482
stSOL,536,721538.078235377,-15430.600748582,241548.641404484,226118.040655902,721538.112478577
jSOL,536,605904.88006823,-33325.802416726,33290.990385938,-34.812030788,605925.647636839
bSOL,536,586025.363085504,-936.649860317,47937.71392988,47001.064069563,586041.039704239
mrgnLST,536,138671.505298737,-663.934046319,1973.750270049,1309.81622373,138677.191775684
scnSOL,536,72262.177401295,-30.813490737,55.69834643,24.884855693,72263.405868839
jito,535,6347814.33127033,-417401.853564932,119008.382876111,-298393.470688821,6347984.4788709
mSOL Liquid,535,5953817.806762,-51903.262261798,53258.13615838,1354.873896582,5953827.53248103
mSOL Native,535,3180127.4867473,-15619.581024424,136804.149236412,121184.568211988,3180459.11524149
stSOL,535,986223.657778324,-21763.54884517,393430.570120221,371667.021275051,986223.703435924
jSOL,535,605939.692099018,-13934.410687454,20357.958351914,6423.54766446,605959.461879334
bSOL,535,539024.303019474,-856.414089761,479.679698913,-376.734390848,539039.26820144
mrgnLST,535,137361.689075007,-13609.703939604,570.824116652,-13038.879822952,137367.358913211
scnSOL,535,72237.292545602,-18.214866524,8.171341152,-10.043525372,72238.456113461
jito,534,6215572.27652159,-989677.350975646,364875.34376812,-624802.007207526,6215727.81567191
mSOL Liquid,534,5952462.93286542,-59944.434045985,77920.123086872,17975.689040887,5952468.40191574
mSOL Native,534,3099048.66858553,-13574.621493443,100718.660866879,87144.039373436,3099365.91913945
stSOL,534,1012439.49743637,-10158.857877069,199459.848660914,189300.990783845,1012439.54309397
jSOL,534,603148.789340815,-33396.660541796,32779.305135727,-617.355406069,603166.976848128
bSOL,534,539401.03951491,-4888.156482687,212.112008777,-4676.04447391,539415.682452144
mrgnLST,534,150400.570910443,-105.031618866,14916.882330244,14811.850711378,150406.222871232
scnSOL,534,72247.336070974,-4.386146056,19.99715765,15.611011594,72248.489498783
jito,533,6132877.1334229,-111016.557984396,414000.864199509,302984.306215113,6133025.10849327
mSOL Liquid,533,5942570.35606377,-22962.594384716,163480.153413866,140517.55902915,5942573.60805363
mSOL Native,533,3055344.73564733,-24686.535557888,159578.673459251,134892.137901363,3055652.3090971
stSOL,533,1020049.23518124,-621439.190947198,53072.578569565,-568366.612377633,1020049.28312172
jSOL,533,603766.144746884,-25115.426653788,27632.28743471,2516.860780922,603783.583321478
bSOL,533,544077.087044853,-46587.199220189,7736.922569709,-38850.27665048,544091.526691396
mrgnLST,533,135588.72120708,-449.423256579,6957.743131028,6508.319874449,135594.188331927
scnSOL,533,72231.72505938,-96.436076338,22.847494073,-73.588582265,72232.872266817
mSOL Liquid,532,5989210.43690379,-60245.964449487,69695.574450353,9449.610000866,5989216.85170381
jito,532,5829892.8282078,-10046.509093135,27529.467361179,17482.958268044,5830036.14310708
mSOL Native,532,2998700.56434841,-15535.560864583,52494.454348033,36958.89348345,2998997.98732769
stSOL,532,1672757.79104777,-12870.524945107,163251.252145535,150380.727200428,1672757.83670537
jSOL,532,610753.396299098,-27056.60249353,37353.275659555,10296.673166025,610770.556408906
bSOL,532,582927.362695333,-229.807351102,5360.050706324,5130.243355222,582941.526756561
mrgnLST,532,129080.401332631,-1749.205534973,1570.662071118,-178.543463855,129085.637095914
scnSOL,532,72305.313641645,-16.839225301,32.210479989,15.371254688,72306.411711188
mSOL Liquid,531,5979961.2193148,-60331.959021006,77614.939996098,17282.980975092,5979969.43373892
jito,531,5812409.87700982,-31598.291949795,145543.755887143,113945.463937348,5812545.40572547
mSOL Native,531,2998455.23001678,-480.866434729,54196.591656548,53715.725221819,2998743.25217673
stSOL,531,1686754.50737817,-24249.973227595,169878.5298109,145628.556583305,1686754.55303577
jSOL,531,600456.723133073,-4.426883503,259.769511903,255.3426284,600473.369240101
bSOL,531,577797.124415905,-27476.968156713,4404.302555772,-23072.665600941,577810.956640423
mrgnLST,531,129258.94780957,-2152.404046613,607.486593769,-1544.917452844,129264.045970606
scnSOL,531,72289.942386957,0.0,98.989819921,98.989819921,72291.016287401
mSOL Liquid,530,5962679.45991478,-59691.845906126,127803.242493147,68111.396587021,5962683.93757866
jito,530,5698464.41508986,-319.931445,506925.627974247,506605.696529247,5698586.7695263
mSOL Native,530,2991739.162587,-13588.954786648,175235.313270596,161646.358483948,2992018.68752243
stSOL,530,1710892.75111314,-22573.592465479,1370069.01140771,1347495.41894223,1710892.79677073
bSOL,530,600869.79206993,-3251.757182801,3507.086126467,255.328943666,600882.853268162
jSOL,530,600201.381506471,-34287.481952459,32747.583623347,-1539.898329112,600216.902213119
mrgnLST,530,130803.869567811,-13.239096044,54588.685822188,54575.446726144,130808.932230487
scnSOL,530,72190.953567037,-731.601115819,12.343357226,-719.257758593,72192.008493907
mSOL Liquid,529,5895170.75980996,-59491.415908051,66161.248294905,6669.832386854,5895174.22059977
jito,529,5689305.52890509,-816.29258358,572637.769266391,571821.476682811,5689423.96173768
mSOL Native,529,2927339.01116049,-13906.379985793,133124.146514429,119217.766528636,2927598.45408253
stSOL,529,1736160.38955735,-89271.640644264,793182.962884748,703911.322240484,1736160.43521495
jSOL,529,601741.279835583,-33427.737304331,32654.744182235,-772.993122096,601756.476813558
bSOL,529,600614.47319275,0.0,50982.062533054,50982.062533054,600627.062897874
mrgnLST,529,76231.645187382,-181.263029228,3804.366269025,3623.103239797,76236.615726217
scnSOL,529,72910.21132563,0.0,17976.043475034,17976.043475034,72911.163849917
mSOL Liquid,528,5888864.88364662,-59438.979118652,50343.146014598,-9095.833104054,5888870.88259364
jito,528,5188800.27750462,-78011.184147154,388545.858058024,310534.67391087,5188913.62988463
mSOL Native,528,2836116.236564,-12170.446899903,82747.973953445,70577.527053542,2836359.17520657
stSOL,528,1875042.14676291,-32403.16683551,376820.531112912,344417.364277402,1875042.19242051
jSOL,528,602514.272957679,-33372.051506809,32543.784789002,-828.266717807,602529.391531499
bSOL,528,549632.410659696,0.0,214486.182271543,214486.182271543,549644.770305539
scnSOL,528,72905.891945016,-0.00360016,16500.292711433,16500.289111273,72906.849248306
mrgnLST,528,72608.541947585,-946.938607675,1516.058412127,569.119804452,72613.507464354
mSOL Liquid,527,5897960.71675067,0.0,144377.00093703,144377.00093703,5897973.01011157
jito,527,5185541.33542291,-4415.609943596,311658.950833856,307243.34089026,5185649.87401661
mSOL Native,527,2805296.52095929,-10018.826044088,71720.784490529,61701.958446441,2805529.38546538
stSOL,527,1901199.55301789,-17979.828004257,187136.532728723,169156.704724466,1901199.59867549
jSOL,527,603342.539675486,-32039.756014845,7278.932597443,-24760.823417402,603356.334116595
bSOL,527,549488.465604436,-61137.728967567,182061.582082432,120923.853114865,549500.861037907
mrgnLST,527,72039.427143133,0.0,5558.942662525,5558.942662525,72044.402424241
scnSOL,527,54917.207723593,-137.16258898,13.937635171,-123.224953809,54918.156222795
mSOL Liquid,526,5894162.48222448,-114681.879851693,432960.670908352,318278.791056659,5894164.7230035
jito,526,4878298.00457605,-990.180330805,244317.328350381,243327.148019576,4878389.88413326
mSOL Native,526,2784303.65527637,-26959.794323268,103099.461127163,76139.666803895,2784519.35764277
stSOL,526,1913711.70621544,-70558.64149738,575265.706666875,504707.065169495,1913711.75424615
jSOL,526,628103.363092888,-1.505394903,212721.754210287,212720.248815384,628116.096167073
bSOL,526,383873.291739802,-1753.373714265,3857.143003626,2103.769289361,383884.703497068
mrgnLST,526,74212.505725397,-2834.388341267,3892.404206294,1058.015865027,74217.416618244
scnSOL,526,55040.432677402,-249.752595732,11.895008137,-237.857587595,55041.217105809
mSOL Liquid,525,5575883.69116782,-56131.292661384,47188.234974188,-8943.057687196,5575886.02055842
jito,525,4634970.89970639,-667.8680818,795229.312870049,794561.444788249,4635046.3984783
mSOL Native,525,2798792.66401831,-11738.861742166,122326.27022755,110587.408485384,2798997.08221988
stSOL,525,2009922.53093141,-9151.139358819,802711.140593312,793560.001234493,2009922.57658901
jSOL,525,415383.114277504,-22851.59533489,23218.615503863,367.020168973,415395.545694482
bSOL,525,381769.536629461,-12363.391645206,20720.982049118,8357.590403912,381780.587076345
mrgnLST,525,69084.857002946,-4.698e-06,1999.535494769,1999.535490071,69089.513144782
scnSOL,525,55278.291264997,-70.028378147,12.683026287,-57.34535186,55279.076089828
mSOL Liquid,524,5584826.74885502,-16911.235397334,83427.530081153,66516.294683819,5584835.89329211
jito,524,3840409.45491813,-317931.756822869,702610.331344921,384678.574522052,3840482.87477144
mSOL Native,524,2769148.7409589,-2302.12322655,211395.638173251,209093.514946701,2769343.24286986
stSOL,524,2015744.49933922,-13453.714087797,198978.196970741,185524.482882944,2015744.54499682
jSOL,524,415016.093108531,-22943.073329958,25062.901657501,2119.828327543,415028.39856337
bSOL,524,373411.946225549,-9406.607736427,3701.176506528,-5705.431229899,373422.899827654
mrgnLST,524,67085.321512875,-1534.139474088,14452.981466234,12918.841992146,67089.891561738
scnSOL,524,55335.636616857,-1.083512804,21.687955126,20.604442322,55336.418728142
mSOL Liquid,523,5518310.4541712,-53012.700913596,73716.834886208,20704.133972612,5518315.50649001
jito,523,3455730.88553157,-28313.612757246,644534.719147975,616221.10639073,3455801.66053737
mSOL Native,523,2638350.16845548,-28.123835459,68139.247534166,68111.123698707,2638532.29795326
stSOL,523,2036344.05604363,-29963.665021152,299208.354495344,269244.689474192,2036344.10170123
jSOL,523,412896.264780988,0.0,179.058125629,179.058125629,412907.809081677
bSOL,523,379117.382606126,-15217.001781565,1838.499853648,-13378.501927917,379128.145848023
scnSOL,523,55315.032174535,-11576.338803257,11.336938993,-11565.001864264,55315.813303482
mrgnLST,523,54166.482532983,-98.329736687,848.562245705,750.232509018,54170.997046294
mSOL Liquid,522,5536483.60207739,-54604.55836392,53302.837291479,-1301.721072441,5536485.47648582
jito,522,2839509.7951433,-133108.264249774,64422.9687017,-68685.295548074,2839574.09372593
mSOL Native,522,2606228.90129676,-105541.152685676,59659.674341007,-45881.478344669,2606402.73509179
stSOL,522,2058876.7620826,-83312.460890822,417355.597945083,334043.137054261,2058876.8077402
jSOL,522,412717.206655359,-22069.029126774,7294.384237119,-14774.644889655,412728.081445488
bSOL,522,392495.886534043,-2195.087141657,33537.993799368,31342.906657711,392505.237256931
scnSOL,522,66880.034038799,-165.826487579,26.038264664,-139.788222915,66880.813251214
mrgnLST,522,53416.250023965,0.0,4243.134018869,4243.134018869,53420.757015614
mSOL Liquid,521,5537785.32314983,-17474.66736781,100278.980546761,82804.313178951,5537787.10796032
jito,521,2908195.10573055,-44755.173240434,202021.717052075,157266.543811641,2908258.42210285
mSOL Native,521,2679315.59652848,-20800.870418764,112972.580667661,92171.710248897,2679481.18797006
stSOL,521,2155004.96463495,-39328.995105725,319313.82959455,279984.834488825,2155005.01029255
jSOL,521,427491.851545014,-5686.277138666,18878.284720325,13192.007581659,427502.612862977
bSOL,521,361152.985913134,-1012.469648199,4403.605416481,3391.135768282,361162.214827459
scnSOL,521,67019.822261714,-267.537892669,26.150695908,-241.387196761,67020.58024724
mrgnLST,521,49173.119013015,-6661.949385836,5506.005672653,-1155.943713183,49177.628716665
mSOL Liquid,520,5493355.31769607,-9485.626286776,64952.526004632,55466.899717856,5493356.08920752
jito,520,2843581.07625453,-205976.332141437,123822.223318229,-82154.108823208,2843643.40943785
mSOL Native,520,2700756.05733627,-40678.228141528,340117.030428006,299438.802286478,2700913.5582556
stSOL,520,2208830.44558246,-48786.684215705,555850.99095364,507064.306737935,2208830.49124006
jSOL,520,414299.843963355,-21760.36795943,2969.464574729,-18790.903384701,414310.558382856
bSOL,520,357761.855181177,-37264.8639521,345.546238028,-36919.317714072,357771.054148786
scnSOL,520,67261.209458475,-37.402608342,25.727968552,-11.67463979,67261.961750654
mrgnLST,520,50329.065729716,-3016.658878475,1731.930954583,-1284.727923892,50333.573110859
mSOL Liquid,519,5483704.14263621,-55268.649317905,92246.329858474,36977.680540569,5483707.99515428
jito,519,2750093.43776507,-69412.192811626,135411.702266596,65999.50945497,2750155.66766988
mSOL Native,519,2376316.66305837,-100392.855703704,56846.03769707,-43546.818006634,2376466.53983446
stSOL,519,2269410.25073357,-72113.119821136,337570.311281385,265457.191460249,2269410.29639117
jSOL,519,433090.747348056,-3685.29144456,25113.802958826,21428.511514266,433101.456830129
bSOL,519,394782.838595393,-6045.666020726,143.549685999,-5902.116334727,394791.995198196
scnSOL,519,67272.884098265,-4.080063725,26.75399772,22.673933995,67273.636390444
mrgnLST,519,51613.793653608,-824.472429302,10143.097683913,9318.625254611,51618.301034751
mSOL Liquid,518,5446747.46072162,0.0,40210.049775459,40210.049775459,5446750.40877136
jito,518,2673658.66238216,-739.826287492,88379.290585492,87639.464298,2673719.15076224
mSOL Native,518,2523344.86570305,-602.320767835,104425.632406004,103823.311638169,2523490.88937023
stSOL,518,2352974.8358461,-23495.347800808,940276.516853386,916781.169052578,2352974.8815037
jSOL,518,411662.23583379,-21313.501566273,14332.694964081,-6980.806602192,411672.71610119
bSOL,518,400684.962991523,-441.752905088,8151.075969137,7709.323064049,400693.463561082
scnSOL,518,67250.21016427,-31.908180221,26.829162094,-5.079018127,67250.876516545
mrgnLST,518,42295.174407844,-3376.636903289,1020.608851299,-2356.02805199,42299.694164204
mSOL Liquid,517,5406537.41094616,-15676.056707513,79360.792970976,63684.736263463,5406538.61703219
jito,517,2604656.50502657,-1473.648291651,124491.267470118,123017.619178467,2604716.49320604
mSOL Native,517,2466164.01293136,-1177.544068363,61397.634447521,60220.090379158,2466302.83106052
stSOL,517,2380713.2324145,0.0,2380713.2324145,2380713.2324145,2380713.2780721
jSOL,517,418643.042435982,0.0,181.326679391,181.326679391,418653.477240114
bSOL,517,401751.843906698,-42527.143148433,5875.356525633,-36651.7866228,401760.322957466
scnSOL,517,67255.289182397,-7.914485175,27.319327575,19.4048424,67255.949753
mrgnLST,517,48720.853348151,-6684.172329739,10.104339337,-6674.067990402,48725.394384337
mSOL Liquid,516,5496436.46548724,-14535.458536142,27458.477718598,12923.019182456,5496437.84590296
jito,516,2570458.73506176,-808.056164028,138516.059511168,137708.00334714,2570518.2837942
mSOL Native,516,2481030.67860423,-12555.507868355,94384.710139049,81829.202270694,2481168.21956752
stSOL,516,2372904.90840066,-18456.709828812,595069.722022781,576613.012193969,2372904.95405826
bSOL,516,434384.729201529,-1600.805242273,7422.413904683,5821.60866241,434393.112280169
jSOL,516,418461.715756591,0.0,188.295618449,188.295618449,418472.128448343
scnSOL,516,67235.884339997,-872.893097177,28.695174606,-844.197922571,67236.54183963
mrgnLST,516,44765.478890839,0.0,10234.194494887,10234.194494887,44770.017980892
mSOL Liquid,515,5524477.74287896,-55627.771339212,218798.976582499,163171.205243287,5524478.58710348
mSOL Native,515,2491967.40876408,-7652.575161991,73679.179754651,66026.60459266,2492105.47663741
jito,515,2481198.82285403,-156.52373341,83590.63644044,83434.11270703,2481257.49004701
stSOL,515,2381566.01860423,-11443.609039859,1299658.22937069,1288214.62033083,2381566.06513813
